Chromosome	Approved_Gene_Symbol	OMIM_INFO
chr16	FAHD1	616320.0 | FAHD1, FLJ36880 | Fumarylacetoacetate hydrolase domain-containing protein 1 | 81889.0 | ENSG00000180185 | nan | nan
chr16	MEIOB	617670.0 | MEIOB, SPGF22, POF23 | Meiosis-specific protein with OB domains | 254528.0 | ENSG00000162039 | nan | Premature ovarian failure 23, 620686 (3), Autosomal recessive; Spermatogenic failure 22, 617706 (3), Autosomal recessive
chr16	HS3ST6	619210.0 | HS3ST6, 3OST6, HAE8 | Heparan sulfate-glucosamine 3-sulfotransferase 6 | 64711.0 | ENSG00000162040 | mutation identified in 1 HAE8 family | ?Angioedema, hereditary, 8, 619367 (3), Autosomal dominant
chr16	MSRB1	606216.0 | MSRB1, SEPX1, SELX | Methionine sulfoxide reductase B1 | 51734.0 | ENSG00000198736 | nan | nan
chr16	RPL3L	617416.0 | RPL3L, CMD2D | Ribosomal protein L3-like | 6123.0 | ENSG00000140986 | nan | Cardiomyopathy, dilated, 2D, 619371 (3), Autosomal recessive
chr16	NDUFB10	603843.0 | NDUFB10, MC1DN35 | NADH-ubiquinone oxidoreductase subunit B10 | 4716.0 | ENSG00000140990 | mutation identified in 1 MC1DN35 patient | ?Mitochondrial complex I deficiency, nuclear type 35, 619003 (3), Autosomal recessive
chr16	RPS2	603624.0 | RPS2 | Ribosomal protein S2 | 6187.0 | ENSG00000140988 | nan | nan
chr16	TBL3	605915.0 | TBL3 | Transducin-beta-like 3 | 10607.0 | ENSG00000183751 | nan | nan
chr16	NOXO1	611256.0 | NOXO1 | NADPH oxidase organizer 1 | 124056.0 | ENSG00000196408 | nan | nan
chr16	GFER	600924.0 | GFER, ERV1, ALR, MPMCD | Growth factor, ERV1-like | 2671.0 | ENSG00000127554 | nan | Myopathy, mitochondrial progressive, with congenital cataract and developmental delay, 613076 (3), Autosomal recessive
chr16	SYNGR3	603927.0 | SYNGR3 | Synaptogyrin 3 | 9143.0 | ENSG00000127561 | nan | nan
chr16	ZNF598	617508.0 | ZNF598 | Zinc finger protein 598 | 90850.0 | ENSG00000167962 | nan | nan
chr16	NPW	607997.0 | NPW, PPNPW, PPL8 | Neuropeptide W | 283869.0 | ENSG00000183971 | nan | nan
chr16	NHERF2	606553.0 | SLC9A3R2, SIP1, NHERF2 | Solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulatory factor 2 | 9351.0 | ENSG00000065054 | nan | nan
chr16	NTHL1	602656.0 | NTHL1, OCTS3, FAP3 | Endonuclease III, E. coli, homolog of | 4913.0 | ENSG00000065057 | nan | Familial adenomatous polyposis 3, 616415 (3), Autosomal recessive
chr16	TSC2	191092.0 | TSC2, LAM | Tuberin (tuberous sclerosis 2 gene) | 7249.0 | ENSG00000103197 | somatic mutation identified in 1 FCORD2 patient | Lymphangioleiomyomatosis, somatic, 606690 (3); ?Focal cortical dysplasia, type II, somatic, 607341 (3); Tuberous sclerosis-2, 613254 (3), Autosomal dominant
chr16	PKD1	601313.0 | PKD1 | Polycystin-1 | 5310.0 | ENSG00000008710 | nan | Polycystic kidney disease 1, 173900 (3), Autosomal dominant
chr16	MIR1225	611621.0 | MIR1225, MIRN1225 | Micro RNA 1225 | 100188847.0 | ENSG00000221656 | nan | nan
chr16	RAB26	605455.0 | RAB26 | RAS-associated protein RAB26 | 25837.0 | ENSG00000167964 | nan | nan
chr16	TRAF7	606692.0 | TRAF7, RFWD1, CAFDADD | TNF receptor-associated factor 7 | 84231.0 | ENSG00000131653 | nan | Cardiac, facial, and digital anomalies with developmental delay, 618164 (3), Autosomal dominant
chr16	CASKIN1	612184.0 | CASKIN1, KIAA1306 | CASK-interacting protein 1 | 57524.0 | ENSG00000167971 | nan | nan
chr16	MLST8	612190.0 | MLST8, GBL, LST8, WAT1, POP3 | MTOR-associated protein LST8 | 64223.0 | ENSG00000167965 | nan | nan
chr16	PGP	172280.0 | PGP | Phosphoglycolate phosphatase | 283871.0 | ENSG00000184207 | no recombination with PKD1 | nan
chr16	E4F1	603022.0 | E4F1, E4F | E4F transcription factor 1 | 1877.0 | ENSG00000167967 | nan | nan
chr16	DNASE1L2	602622.0 | DNASE1L2 | Deoxyribonuclease I-like 2 | 1775.0 | ENSG00000167968 | nan | nan
chr16	ECI1	600305.0 | ECI1, DCI | Enoyl-CoA delta isomerase 1 | 1632.0 | ENSG00000167969 | nan | nan
chr16	RNPS1	606447.0 | RNPS1 | RNA-binding protein S1 | 10921.0 | ENSG00000205937 | nan | nan
chr16	ABCA3	601615.0 | ABCA3, ABC3, SMDP3 | ATP-binding cassette-3 | 21.0 | ENSG00000167972 | nan | Surfactant metabolism dysfunction, pulmonary, 3, 610921 (3), Autosomal recessive
chr16	CCNF	600227.0 | CCNF, FBX1, FTDALS5 | Cyclin F | 899.0 | ENSG00000162063 | nan | Frontotemporal dementia and/or amyotrophic lateral sclerosis 5, 619141 (3), Autosomal dominant
chr16	NTN3	602349.0 | NTN3, NTN2L | Netrin 3 | 4917.0 | ENSG00000162068 | nan | nan
chr16	TBC1D24	613577.0 | TBC1D24, KIAA1171, FIME, DEE16, DOORS, DFNB86, DFNA65, EPRPDC | TBC1 domain family, member 24 | 57465.0 | ENSG00000162065 | nan | Deafness, autosomal recessive 86, 614617 (3), Autosomal recessive; Epilepsy, rolandic, with paroxysmal exercise-induce dystonia and writer's cramp, 608105 (3), Autosomal recessive; Myoclonic epilepsy, infantile, familial, 605021 (3), Autosomal recessive; Deafness, autosomal dominant 65, 616044 (3), Autosomal dominant; Developmental and epileptic encephalopathy 16, 615338 (3), Autosomal recessive; DOORS syndrome, 220500 (3), Autosomal recessive
chr16	ATP6V0C	108745.0 | ATP6V0C, ATP6L, ATP6C, EPEO3 | ATPase, H+ transporting, V0 subunit C | 527.0 | ENSG00000185883 | nan | Epilepsy, early-onset, 3, with or without developmental delay, 620465 (3), Autosomal dominant
chr16	AMDHD2	620864.0 | AMDHD2 | Amindohydrolase domain-containing protein 2 | 51005.0 | ENSG00000162066 | nan | nan
chr16	CEMP1	611113.0 | CEMP1, CP23 | Cementum protein 1 | 752014.0 | ENSG00000205923 | nan | nan
chr16	PDPK1	605213.0 | PDPK1, PDK1 | 3-phosphoinositide-dependent protein kinase 1 | 5170.0 | ENSG00000140992 | nan | nan
chr16	KCTD5	611285.0 | KCTD5 | Potassium channel tetramerization domain-containing protein 5 | 54442.0 | ENSG00000167977 | nan | nan
chr16	PRSS27	608018.0 | PRSS27 | Serine protease 27 | 83886.0 | ENSG00000172382 | nan | nan
chr16	SRRM2	606032.0 | SRRM2, SRM300, KIAA0324, MRD72 | Serine/arginine repetitive matrix 2 (ser/arg-rich splicing factor-related nuclear matrix protein, 300kD) | 23524.0 | ENSG00000167978 | nan | Intellectual developmental disorder, autosomal dominant 72, 620439 (3), Autosomal dominant
chr16	ELOB	600787.0 | TCEB2, ELOB | Transcription elongation factor B, polypeptide 2 | 6923.0 | ENSG00000103363 | nan | nan
chr16	PRSS33	613797.0 | PRSS33, EOS | Protease, serine, 33 | 260429.0 | ENSG00000103355 | nan | nan
chr16	PRSS21	608159.0 | PRSS21, ESP1 | Protease, serine, 21 (testisin) | 10942.0 | ENSG00000007038 | nan | nan
chr16	ZG16B	620477.0 | ZG16B, PAUF | Zymogen granule protein 16B | 124220.0 | ENSG00000162078 | nan | nan
chr16	PRSS22	609343.0 | PRSS22 | Protease, serine, 22 | 64063.0 | ENSG00000005001 | nan | nan
chr16	FLYWCH1	620431.0 | FLYWCH1 | FLYWCH-type zinc finger protein 1 | 84256.0 | ENSG00000059122 | nan | nan
chr16	KREMEN2	609899.0 | KREMEN2, KRM2 | Kringle domain-containing transmembrane protein 2 | 79412.0 | ENSG00000131650 | nan | nan
chr16	PAQR4	614578.0 | PAQR4 | Progestin and ADIPOQ receptor family, member 4 | 124222.0 | ENSG00000162073 | nan | nan
chr16	PKMYT1	602474.0 | PKMYT1, MYT1 | Protein kinase, membrane-associated tyrosine/threonine, 1 | 9088.0 | ENSG00000127564 | nan | nan
chr16	CLDN9	615799.0 | CLDN9, DFNB116 | Claudin 9 | 9080.0 | ENSG00000213937 | nan | Deafness, autosomal recessive 116, 619093 (3), Autosomal recessive
chr16	CLDN6	615798.0 | CLDN6 | Claudin 6 | 9074.0 | ENSG00000184697 | nan | nan
chr16	TNFRSF12A	605914.0 | TNFRSF12A, FN14, TWEAKR | Tumor necrosis factor receptor superfamily, member 12A | 51330.0 | ENSG00000006327 | nan | nan
chr16	HCFC1R1	618818.0 | HCFC1R1, HPIP | Host cell factor C1 regulator 1 | 54985.0 | ENSG00000103145 | nan | nan
chr16	THOC6	615403.0 | THOC6, FSAP35, BBIS | THO complex subunit 6 | 79228.0 | ENSG00000131652 | nan | Beaulieu-Boycott-Innes syndrome, 613680 (3), Autosomal recessive
chr16	BICDL2	617003.0 | BICDL2, BICDR2, CCDC64B | BICD family-like cargo adaptor 2 | 146439.0 | ENSG00000162069 | nan | nan
chr16	MMP25	608482.0 | MMP25, MMP20A | Matrix metalloproteinase 25 | 64386.0 | ENSG00000008516 | nan | nan
chr16	IL32	606001.0 | IL32, NK4 | Interleukin 32 | 9235.0 | ENSG00000008517 | nan | nan
chr16	ZSCAN10	618365.0 | ZSCAN10, ZFP206, OFNS | Zinc finger- and SCAN domain-containing protein 10 | 84891.0 | ENSG00000130182 | nan | Otofacial neurodevelopmental syndrome, 620910 (3), Autosomal recessive
chr16	ZNF205	603436.0 | ZNF205, ZNF210 | Zinc finger protein-205 | 7755.0 | ENSG00000122386 | nan | nan
chr16	ZNF213	608387.0 | ZNF213, CR53 | Zinc finger protein 213 | 7760.0 | ENSG00000085644 | nan | nan
chr16	OR1F1	603232.0 | OR1F1, OLFMF | Olfactory receptor, family 1, subfamily F, member 1 | 4992.0 | ENSG00000168124 | nan | nan
chr16	ZNF200	603231.0 | ZNF200 | Zinc finger protein-200 | 7752.0 | ENSG00000010539 | nan | nan
chr16	MEFV	608107.0 | MEFV, MEF, FMF, PAAND | MEFV innate immunity regulator, pyrin | 4210.0 | ENSG00000103313 | between D16S80 and D16S283 | Neutrophilic dermatosis, acute febrile, 608068 (3), Autosomal dominant; Familial Mediterranean fever, AR, 249100 (3), Autosomal recessive; Familial Mediterranean fever, AD, 134610 (3), Autosomal dominant
chr16	ZNF263	604191.0 | ZNF263 | Zinc finger protein 263 | 10127.0 | ENSG00000006194 | nan | nan
chr16	TIGD7	612969.0 | TIGD7, SANCHO | Tigger transposable element-derived gene 7 | 91151.0 | ENSG00000140993 | nan | nan
chr16	ZNF75A	601473.0 | ZNF75A | Zinc finger protein-75A | 7627.0 | ENSG00000162086 | nan | nan
chr16	ZNF174	603900.0 | ZNF174 | Zinc finger protein-174 | 7727.0 | ENSG00000103343 | nan | nan
chr16	ZNF597	614685.0 | ZNF597 | Zinc finger protein 597 | 146434.0 | ENSG00000167981 | nan | nan
chr16	NAA60	614246.0 | NAA60, NAT15, IBGC9 | N-alpha-acetyltransferase 60, NatF catalytic subunit | 79903.0 | ENSG00000122390 | nan | Basal ganglia calcification, idiopathic, 9, autosomal recessive, 620786 (3), Autosomal recessive
chr16	CLUAP1	616787.0 | CLUAP1, QILIN, FAP22, KIAA0643 | Clusterin-associated protein 1 | 23059.0 | ENSG00000103351 | nan | nan
chr16	NLRC3	615648.0 | NLRC3 | NLR family, caspase recruitment domain-containing 3 | 197358.0 | ENSG00000167984 | nan | nan
chr16	SLX4	613278.0 | SLX4, BTBD12, MUS312, KIAA1784, KIAA1987, FANCP | SLX4 structure-specific endonuclease subunit | 84464.0 | ENSG00000188827 | nan | Fanconi anemia, complementation group P, 613951 (3), Autosomal recessive
chr16	DNASE1	125505.0 | DNASE1, DNL1 | Deoxyribonuclease I | 1773.0 | ENSG00000213918 | nan | {Systemic lupus erythematosus, susceptibility to}, 152700 (3), Autosomal dominant
chr16	TRAP1	606219.0 | TRAP1, HSP75, HSP90L | Tumor necrosis factor receptor-associated protein 1 | 10131.0 | ENSG00000126602 | nan | nan
chr16	CREBBP	600140.0 | CREBBP, CBP, RSTS1, MKHK1 | CREB binding protein | 1387.0 | ENSG00000005339 | fusion partner with MORF in AML; fusion partner with MLL in therapy-related acute leukemia; fusion partner with MOZ in AML | Menke-Hennekam syndrome 1, 618332 (3), Autosomal dominant; Rubinstein-Taybi syndrome 1, 180849 (3), Autosomal dominant
chr16	ADCY9	603302.0 | ADCY9 | Adenylate cyclase-9 | 115.0 | ENSG00000162104 | nan | nan
chr16	SRL	604992.0 | SRL | Sarcalumenin | 6345.0 | ENSG00000185739 | nan | nan
chr16	TFAP4	600743.0 | TFAP4 | Transcription factor AP-4 (activating enhancer-binding protein 4) | 7023.0 | ENSG00000090447 | nan | nan
chr16	GLIS2	608539.0 | GLIS2, NPHP7 | GLIS family zinc finger protein 2 | 84662.0 | ENSG00000126603 | nan | Nephronophthisis 7, 611498 (3), Autosomal recessive
chr16	PAM16	614336.0 | PAM16, MAGMAS, SMDMDM | Presequence translocase-associated motor 16 | 51025.0 | ENSG00000217930 | nan | Spondylometaphyseal dysplasia, Megarbane-Dagher-Melike type, 613320 (3), Autosomal recessive
chr16	CORO7	611668.0 | CORO7, POD1, CRN7 | Coronin 7 | 79585.0 | ENSG00000262246 | nan | nan
chr16	VASN	608843.0 | VASN | Vasorin | 114990.0 | ENSG00000168140 | nan | nan
chr16	DNAJA3	608382.0 | DNAJA3, TID1 | DNAJ, E. coli, homolog of, subfamily A, member 3 | 9093.0 | ENSG00000103423 | nan | nan
chr16	NMRAL1	620004.0 | NMRAL1, HSCARG | NMRA-like redox sensor 1 | 57407.0 | ENSG00000153406 | nan | nan
chr16	HMOX2	141251.0 | HMOX2 | Heme oxygenase 2 | 3163.0 | ENSG00000103415 | nan | nan
chr16	CDIP1	610503.0 | CDIP1, C16orf5 | Cell death-inducing p53 target 1 | 29965.0 | ENSG00000089486 | nan | nan
chr16	MGRN1	607559.0 | MGRN1, KIAA0544 | Mahogunin, ring finger 1 | 23295.0 | ENSG00000102858 | nan | nan
chr16	NUDT16L1	617338.0 | NUDT16L1, SDOS | Nudix hydrolase 16-like 1 | 84309.0 | ENSG00000168101 | nan | nan
chr16	ANKS3	617310.0 | ANKS3 | Ankyrin repeat and sterile alpha motif domains-containing protein 3 | 124401.0 | ENSG00000168096 | nan | nan
chr16	SEPTIN12	611562.0 | SEPT12, SPGF10 | Septin 12 | 124404.0 | ENSG00000140623 | nan | Spermatogenic failure 10, 614822 (3), Autosomal dominant
chr16	ROGDI	614574.0 | ROGDI, KTZS | Rogdi atypical leucine zipper | 79641.0 | ENSG00000067836 | nan | Kohlschutter-Tonz syndrome, 226750 (3), Autosomal recessive
chr16	GLYR1	610660.0 | GLYR1, NP60 | Glyoxylate reductase 1 homolog | 84656.0 | ENSG00000140632 | nan | nan
chr16	UBN1	609771.0 | UBN1 | Ubinuclein 1 | 29855.0 | ENSG00000118900 | nan | nan
chr16	PPL	602871.0 | PPL | Periplakin | 5493.0 | ENSG00000118898 | nan | nan
chr16	SEC14L5	619412.0 | SEC14L5, KIAA0420 | Sec14-like lipid-binding protein 5 | 9717.0 | ENSG00000103184 | nan | nan
chr16	NAGPA	607985.0 | NAGPA, UCE | N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase | 51172.0 | ENSG00000103174 | nan | nan
chr16	ALG1	605907.0 | ALG1, HMAT1, HMT1, CDG1K | ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase | 56052.0 | ENSG00000033011 | nan | Congenital disorder of glycosylation, type Ik, 608540 (3), Autosomal recessive
chr16	EEF2KMT	615263.0 | EEF2KMT, FAM86A | Eukaryotic elongation factor 2 lysine methyltransferase | 196483.0 | ENSG00000118894 | nan | nan
chr16	RBFOX1	605104.0 | RBFOX1, 2BP1, FOX1, HRNBP1 | RNA-binding protein FOX1, C. elegans, homolog of, 1 | 54715.0 | ENSG00000078328 | nan | nan
chr16	TMEM114	611579.0 | TMEM114 | Transmembrane protein 114 | 283953.0 | ENSG00000232258 | nan | nan
chr16	METTL22	615261.0 | METTL22, C16orf68 | Methyltransferase 22, Kin17 lysine | 79091.0 | ENSG00000067365 | nan | nan
chr16	ABAT	137150.0 | ABAT, GABAT | 4-aminobutyrate aminotransferase | 18.0 | ENSG00000183044 | nan | GABA-transaminase deficiency, 613163 (3), Autosomal recessive
chr16	TMEM186	620433.0 | TMEM186 | Transmembrane protein 186 | 25880.0 | ENSG00000184857 | nan | nan
chr16	PMM2	601785.0 | PMM2, CDG1A | Phosphomannomutase 2 | 5373.0 | ENSG00000140650 | nan | Congenital disorder of glycosylation, type Ia, 212065 (3), Autosomal recessive
chr16	CARHSP1	616885.0 | CARHSP1, CRHSP24 | Calcium-regulated heat-stable protein 1 | 23589.0 | ENSG00000153048 | nan | nan
chr16	USP7	602519.0 | USP7, HAUSP, HAFOUS | Ubiquitin-specific protease-7, herpes virus-associated | 7874.0 | ENSG00000187555 | nan | Hao-Fountain syndrome, 616863 (3), Autosomal dominant
chr16	GRIN2A	138253.0 | GRIN2A, NMDAR2A, FESD, LKS | Glutamate receptor, ionotropic, N-methyl D-aspartate 2A | 2903.0 | ENSG00000183454 | nan | Epilepsy, focal, with speech disorder and with or without impaired intellectual development, 245570 (3), Autosomal dominant
chr16	ATF7IP2	613645.0 | ATF7IP2, MCAF2 | Activating transcription factor 7-interacting protein 2 | 80063.0 | ENSG00000166669 | nan | nan
chr16	EMP2	602334.0 | EMP2, NPHS10 | Epithelial membrane protein 2 | 2013.0 | ENSG00000213853 | nan | Nephrotic syndrome, type 10, 615861 (3), Autosomal recessive
chr16	TEKT5	618686.0 | TEKT5 | Tektin 5 | 146279.0 | ENSG00000153060 | nan | nan
chr16	NUBP1	600280.0 | NUBP1, NBP | Nucleotide-binding protein 1 | 4682.0 | ENSG00000103274 | nan | nan
chr16	CIITA	600005.0 | CIITA, MHC2TA, C2TA, MHC2D1 | Class II major histocompatibility complex transactivator | 4261.0 | ENSG00000179583 | nan | {Rheumatoid arthritis, susceptibility to}, 180300 (3); MHC class II deficiency 1, 209920 (3), Autosomal recessive
chr16	DEXI	617901.0 | DEXI, MYLE | Dexamethasone-induced gene | 28955.0 | ENSG00000182108 | nan | nan
chr16	CLEC16A	611303.0 | CLEC16A, KIAA0350 | C-type lectin domain family 16, member A | 23274.0 | ENSG00000038532 | nan | nan
chr16	SOCS1	603597.0 | SOCS1, SSI1, CIS1, CISH1, AISIMD | Suppressor of cytokine signaling 1 | 8651.0 | ENSG00000185338 | nan | Autoinflammatory syndrome, familial, with or without immunodeficiency, 619375 (3), Autosomal dominant
chr16	TNP2	190232.0 | TNP2 | Transition protein-2 (during histone to protamine replacement) | 7142.0 | ENSG00000178279 | in 13kb segment with PRM1 and PRM2 | nan
chr16	PRM2	182890.0 | PRM2 | Sperm protamine P2 | 5620.0 | ENSG00000122304 | in same 4.8kb fragment as PRM2 | nan
chr16	PRM1	182880.0 | PRM1 | Sperm protamine P1 | 5619.0 | ENSG00000175646 | 16q21 = conflicting localization | nan
chr16	RMI2	612426.0 | RMI2, C16orf75, BLAP18 | RecQ-mediated genome instability 2 | 116028.0 | ENSG00000175643 | nan | nan
chr16	LITAF	603795.0 | LITAF, CMT1C | LPS-induced TNFA factor | 9516.0 | ENSG00000189067 | nan | Charcot-Marie-Tooth disease, type 1C, 601098 (3), Autosomal dominant
chr16	SNN	603032.0 | SNN | Stannin | 8303.0 | ENSG00000184602 | nan | nan
chr16	TXNDC11	617792.0 | TXNDC11, EFP1 | Thioredoxin domain-containing protein 11 | 51061.0 | ENSG00000153066 | nan | nan
chr16	ZC3H7A	619819.0 | ZC3H7A | Zinc finger CCCH domain-containing protein 7A | 29066.0 | ENSG00000122299 | nan | nan
chr16	BCAR4	613746.0 | BCAR4 | Breast cancer antiestrogen resistance 4 | 400500.0 | ENSG00000262117 | nan | nan
chr16	RSL1D1	615874.0 | RSL1D1, CSIG, PBK1 | Ribosomal L1 domain-containing protein 1 | 26156.0 | ENSG00000171490 | nan | nan
chr16	GSPT1	139259.0 | GSPT1 | G1 to S phase transition-1 | 2935.0 | ENSG00000103342 | nan | nan
chr16	TNFRSF17	109545.0 | TNFRSF17, BCMA | Tumor necrosis factor receptor superfamily, member 17 (B-cell maturation factor) | 608.0 | ENSG00000048462 | nan | nan
chr16	CPPED1	615603.0 | CPPED1 | Calcineurin-like phosphoesterase domain-containing protein 1 | 55313.0 | ENSG00000103381 | nan | nan
chr16	SHISA9	613346.0 | SHISA9, CKAMP44 | Shisa family, member 9 | 729993.0 | ENSG00000237515 | nan | nan
chr16	ERCC4	133520.0 | ERCC4, XPF, FANCQ, XFEPS | ERCC excision repair 4, endonuclease catalytic subunit | 2072.0 | ENSG00000175595 | nan | Xeroderma pigmentosum, type F/Cockayne syndrome, 278760 (3), Autosomal recessive; XFE progeroid syndrome, 610965 (3), Autosomal recessive; Xeroderma pigmentosum, group F, 278760 (3), Autosomal recessive; Fanconi anemia, complementation group Q, 615272 (3), Autosomal recessive
chr16	MRTFB	609463.0 | MRTFB, MKL2 | Myocardin-related transcription factor B | 57496.0 | ENSG00000186260 | nan | nan
chr16	MIR193B	614734.0 | MIR193B | Micro RNA 193B | 574455.0 | ENSG00000207639 | nan | nan
chr16	MIR365A	614735.0 | MIR365A | Micro RNA 365A | 100126355.0 | ENSG00000199130 | nan | nan
chr16	PARN	604212.0 | PARN, DAN, DKCB6, PFBMFT4 | Polyadenylate-specific ribonuclease | 5073.0 | ENSG00000140694 | nan | Dyskeratosis congenita, autosomal recessive 6, 616353 (3), Autosomal recessive; Pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related, 4, 616371 (3), Autosomal dominant
chr16	BFAR	619516.0 | BFAR, BAR | Bifunctional apoptosis regulator | 51283.0 | ENSG00000103429 | nan | nan
chr16	PLA2G10	603603.0 | PLA2G10, SPLA2, GXSPLA2 | Phospholipase A2, group X | 8399.0 | ENSG00000069764 | nan | nan
chr16	NOMO1	609157.0 | NOMO1 | Nodal modulator 1 | 23420.0 | ENSG00000103512 | nan | nan
chr16	NPIPA1	606406.0 | NPIP | Nuclear pore complex-interacting protein | 9284.0 | ENSG00000183426 | nan | nan
chr16	PDXDC1	614244.0 | PDXDC1, KIAA0251 | Pyridoxal-dependent decarboxylase domain-containing protein 1 | 23042.0 | ENSG00000179889 | nan | nan
chr16	NTAN1	615367.0 | NTAN1 | N-terminal asparagine amidase | 123803.0 | ENSG00000157045 | nan | nan
chr16	RRN3	605121.0 | RRN3, TIFIA | RRN3, S. cerevisiae, homolog of | 54700.0 | ENSG00000085721 | nan | nan
chr16	MPV17L	618100.0 | MPV17L | MPV17 mitochondrial inner membrane protein-like | 255027.0 | ENSG00000156968 | nan | nan
chr16	MARF1	614593.0 | MARF1, KIAA0430, LKAP | Meiosis regulator and mRNA stability factor 1 | 9665.0 | ENSG00000166783 | nan | nan
chr16	NDE1	609449.0 | NDE1, NUDE, LIS4, MHAC | nudE neurodevelopment protein 1 | 54820.0 | ENSG00000072864 | nan | Microhydranencephaly, 605013 (3), Autosomal recessive; Lissencephaly 4 (with microcephaly), 614019 (3), Autosomal recessive
